id;series;booktitle;year;title;abstract;authors;pdf1page;pdfarticle;MS;place;Latitude;Longitude
1249;Revue des Nouvelles Technologies de l'Information;EGC;2017;Une approche innovante pour la compréhension des comportements de diffusion : personnalité et neutralité;;Didier Henry, Erick Stattner, Martine Collard;http://editions-rnti.fr/render_pdf.php?p1&p=1002315;http://editions-rnti.fr/render_pdf.php?p=1002315;11;Grenoble;45.188590;5.724585
1250;Revue des Nouvelles Technologies de l'Information;EGC;2017;Une approche logique pour la fouille de règles d'association;La découverte de règles d'association à partir de données transaction-nelles est une tâche largement étudiée en fouille de données. Les algorithmesproposés dans ce cadre partagent la même méthodologie en deux étapes à savoirl'énumération des itemsets fréquents suivie par l'étape de génération de règles.Dans cet article, nous proposons une nouvelle approche basée sur la satisfiabilitépropositionnelle pour extraire les règles d'association en une seule étape. Pourmontrer la flexibilité et la déclarativité de notre approche, nous considérons éga-lement deux autres variantes, à savoir la fouille de règles d'association ferméeset la fouille de règles indirectes. Les expérimentation sur plusieurs jeux de don-nées montrent que notre approche offre de meilleures performances comparée àdes approches spécialisées.;Abdelhamid Boudane, Said Jabbour, Lakhdar Sais, Yakoub Salhi;http://editions-rnti.fr/render_pdf.php?p1&p=1002298;http://editions-rnti.fr/render_pdf.php?p=1002298;3;Grenoble;45.188591;5.724586
1251;Revue des Nouvelles Technologies de l'Information;EGC;2017;Une approche sociologique de la place des calculs dans les mondes numériques;Dans cette présentation, on souhaite présenter un regard de sociologue sur les transformationssociales, politiques et culturelles du développement des mondes numériques dans nos sociétés.Les enjeux que doivent relever la fabrication d'environnements informatiques prennentaujourd'hui de plus en plus d'importance : protection de la vie privée, personnalisation descalculs, guidage des conduites, ouverture des données, éthique des automates, etc. Commentnos sociétés réagissent-elles et s'adaptent-elles à ces mutations ? Dans cette cnférence, on proposeune réflexion sur le rôle joué par les algorithmes du web dans la construction de l'espacepublic numérique. Comment les calculateurs produisent-ils de la visibilité ? A partir de quelsprincipes le PageRank de Google, les métriques du web social ou les outils de recommandationdécident-ils de donner la prééminence à telle information plutôt qu'à telle autre ? Cesdifférentes familles de calcul cherchent à mesurer et à valoriser des principes différents : lapopularité, l'autorité, la réputation et la prédiction efficace. L'approche proposée dans cetteconférence soutient que les manières de calculer enferment des représentations particulièresdes individus et de leur place dans nos sociétés. Comprendre les algorithmes c'est aussi unmoyen de redonner du pouvoir aux utilisateurs et de favoriser une critique éclairée de la manièredont le calcul s'introduit de plus en plus dans nos vies numériques.;Dominique Cardon;http://editions-rnti.fr/render_pdf.php?p1&p=1002263;http://editions-rnti.fr/render_pdf.php?p=1002263;0;Grenoble;45.188592;5.724587
1252;Revue des Nouvelles Technologies de l'Information;EGC;2017;Une mesure d'expertise pour le crowdsourcing;Le crowdsourcing, un enjeu économique majeur, est le fait d'externaliserune tâche interne d'une entreprise vers le grand-public, la foule. C'estainsi une forme de sous-traitance digitale destinée à toute personne susceptiblede pouvoir réaliser la tâche demandée généralement rapide et non automatisable.L'évaluation de la qualité du travail des participants est cependant un problèmemajeur en crowdsourcing. En effet, les contributions doivent être contrôlées pourassurer l'efficacité et la pertinence d'une campagne. Plusieurs méthodes ont étéproposées pour évaluer le niveau d'expertise des participants. Ce travail a la particularitéde proposer une méthode de calcul de degrés d'expertise en présencede données dont l'ordre de classement est connu. Les degrés d'expertise sont ensuiteconsidérés sur des données sans ordre pré-établi. Cette méthode fondée surla théorie des fonctions de croyance tient compte des incertitudes des réponseset est évaluée sur des données réelles d'une campagne réalisée en 2016.;Hosna Ouni, Arnaud Martin, Laetitia Gros, Mouloud Kharoune, Zoltan Miklos;http://editions-rnti.fr/render_pdf.php?p1&p=1002267;http://editions-rnti.fr/render_pdf.php?p=1002267;7;Grenoble;45.188593;5.724588
1253;Revue des Nouvelles Technologies de l'Information;EGC;2017;Une métrique de sélection de variables appliquée à la centralité et à la détection des rôles communautaires;La F-Mesure de trait est une métrique de sélection de variables statistiquesans paramètres qui a montré de bonnes performances pour la classification,l'étiquetage de clusters ou encore la mesure de qualité des clusters. Danscet article, nous proposons d'évaluer son utilisation dans le contexte des graphesde terrain et de leur structure communautaire pour bénéficier de son systèmesans paramètres et de ses performances bien évaluées. Nous étudions donc surdes graphes synthétiques réalistes les corrélations qui existent entre la F-Mesurede trait et certaines mesures de centralité, mais surtout avec des mesures destinéesà caractériser le rôle communautaire des noeuds. Nous montrons ainsi quecette mesure est liée à la centralité des noeuds du réseau, et qu'elle est particulièrementadaptée à la mesure de leur connectivité au regard de la structurede communautés. Nous observons par ailleurs que les mesures usuelles de détectiondes rôles communautaires sont fortement dépendantes de la taille descommunautés alors que celles que nous proposons sont par définition liées à ladensité de la communauté, ce qui rend les résultats comparables d'un réseau àun autre. Ceci offre donc la possibilité d'applications comme le suivi temporelde la structure des communautés. Enfin, le processus de sélection appliqué auxnoeuds permet de disposer d'un système universel, contrairement aux seuils fixésauparavant empiriquement pour l'établissement des rôles communautaires.;Nicolas Dugué, Jean-Charles Lamirel;http://editions-rnti.fr/render_pdf.php?p1&p=1002265;http://editions-rnti.fr/render_pdf.php?p=1002265;7;Grenoble;45.188594;5.724589
1254;Revue des Nouvelles Technologies de l'Information;EGC;2017;Une plateforme d'analyse d'opinions en temps réel sur Twitter avec recommandation;;Noureddine Azzouza, Karima Akli-Astouati, Samy Ait-Bachir, Amira Oussalah;http://editions-rnti.fr/render_pdf.php?p1&p=1002313;http://editions-rnti.fr/render_pdf.php?p=1002313;11;Grenoble;45.188595;5.724590
1255;Revue des Nouvelles Technologies de l'Information;EGC;2017;Veille d'Information sur le Web avec Re-Watch;Les algorithmes d'apprentissage automatique peuvent être utilisés pourcréer des outils de recommandation qui permettent de prédire la pertinence d'undocument pour une thématique de veille donnée en se basant sur les précédentsjugements de pertinence donnés pour cette thématique pour d'autres documents.Ces outils de recommandation permettent de filtrer dans un flux entrant de do-cuments ceux qui sont susceptibles d'être pertinents sans que l'utilisateur aitbesoin de déterminer lui-même les mots clefs marquant l'adéquation d'un do-cument pour un sujet de la veille. Bien que cette problématique de rechercheait été abondamment abordée, les outils de veille d'information pour le web in-tégrant un apprentissage en sont encore à leur balbutiements. Nous présentonsici l'application web Re-Watch permettant la définition d'un thème de veille, lasélection de sources d'information sur le web relatives à ce thème et l'adaptationdes scores de pertinence des documents aux retours de l'utilisateur. L'applicationpermet aussi, pour chaque thème, une auto-évaluation de la qualité du filtrage etune interrogation du moteur de recherche Google. Cette application encore encours de développement est néanmoins actuellement fonctionnelle et accessiblesur le web à l'url suivante : http://www.specific search.com.;Christophe Brouard, Christian Pomot;http://editions-rnti.fr/render_pdf.php?p1&p=1002331;http://editions-rnti.fr/render_pdf.php?p=1002331;11;Grenoble;45.188596;5.724591
1256;Revue des Nouvelles Technologies de l'Information;EGC;2017;Vers un échantillonnage de flux de données transformé;;Olivier Parisot, Thomas Tamisier;http://editions-rnti.fr/render_pdf.php?p1&p=1002310;http://editions-rnti.fr/render_pdf.php?p=1002310;11;Grenoble;45.188597;5.724592
1257;Revue des Nouvelles Technologies de l'Information;EGC;2017;Vers une instance française de NELL : chaîne TLN multilingue et modélisation d'ontologie;Nous présentons les étapes de préparation de la création d'une ins-tance nouvelle de NELL dédiée au français. NELL est à la fois un processusde lecture et de compréhension automatique du Web et un ensemble de basede connaissances de faits en anglais, en portuguais et très prochainement enfrançais. Cette mise en place de la nouvelle instance de NELL a donné lieu àl'amélioration de la chaîne NLP en la généralisant au multilangue, ainsi qu'audéveloppement d'une ontologie par correspondance avec l'ontologie en anglais.Nous présenterons le processus de mise en place et de lancement de la nouvelleinstance NELL Français avec l'interface de visualisation et de supervision hu-maine des données collectées.;Maisa Cristina Duarte, Pierre Maret;http://editions-rnti.fr/render_pdf.php?p1&p=1002326;http://editions-rnti.fr/render_pdf.php?p=1002326;11;Grenoble;45.188598;5.724593
1258;Revue des Nouvelles Technologies de l'Information;EGC;2017;VIPE : un outil interactif de classification multilabel de messages courts;Nous présentons un outil interactif de classification multilabel déve-loppé au sein du groupe Orange et utilisé pour l'analyse d'opinions. Basé sur unalgorithme de factorisation rapide de matrice, il permet à un utilisateur d'impor-ter des textes courts (tweets, mails, enquêtes, ...), de définir des labels d'intérêts(« client globalement satisfait », « évoque la rapidité du débit »,...) et de propo-ser pour chaque texte des recommandations de labels et pour chaque label desrecommandations de textes.;Franck Meyer, Sylvie Tricot, Pascale Kuntz, Wissam Siblini;http://editions-rnti.fr/render_pdf.php?p1&p=1002330;http://editions-rnti.fr/render_pdf.php?p=1002330;11;Grenoble;45.188599;5.724594
1259;Revue des Nouvelles Technologies de l'Information;EGC;2017;“Engage moi”: From retrieval effectiveness, user satisfaction to user engagement;"The effective prediction of a click remains a primary challenge in the areas of search, digitalmedia and online advertising. In the context of search, satisfying a userâ&#728;A ´ Zs information needby returning results that they will click on is an important objective in any information retrievalsystem. Consequently, information retrieval systems have had a long and varied history of howto evaluate their effectiveness of responding to a given query. However, building such a systemthat not only only returns relevant results to a user query but also encourages a long-termrelationship between the user and the system is far more challenging. In this talk, we reviewthe current state-of-the-art evaluation approaches for search before exploring other ways ofquantifying more long-term engagement measures. Finally, the talk ends with a proposal ofhow the two approaches can be considered together to create a service that optimises for thequery and the longer term engagement aspects.";Mounia Lalmas;http://editions-rnti.fr/render_pdf.php?p1&p=1002261;http://editions-rnti.fr/render_pdf.php?p=1002261;0;Grenoble;45.188600;5.724595
